Month,Day,Hour,Likes Score
10,30,19,-0.9099141342203564
10,30,1,-0.6220866130691604
10,28,16,-0.6220866130691604
10,27,16,-0.5261441060187617
10,26,14,0.1454534433340292
10,24,0,-0.9099141342203564
10,23,2,-0.3822303454431636
10,23,1,-0.6700578665943598
10,22,0,0.0015396827584313
10,21,5,0.0495109362836307
10,16,3,-0.5261441060187617
10,15,5,0.241395950384428
10,13,22,0.0015396827584313
10,13,5,-0.3822303454431636
10,12,3,-0.4781728524935623
10,9,3,-0.7180291201195592
10,7,21,-0.6220866130691604
10,6,22,-0.6700578665943598
10,1,21,-0.5261441060187617
10,1,1,-0.5741153595439611
11,30,19,-0.4781728524935623
11,28,3,-0.3822303454431636
11,23,23,-0.7180291201195592
11,22,17,-1.101799148321154
11,22,1,0.9129934997372192
11,21,2,-0.957885387745556
11,16,19,-0.3822303454431636
11,12,4,-0.9099141342203564
11,9,19,0.1934246968592286
11,7,15,-0.7660003736447586
11,6,19,-0.957885387745556
11,4,21,-0.2383165848675655
11,4,18,-0.7180291201195592
11,2,18,-0.7660003736447586
11,1,16,-0.2383165848675655
1,31,15,-0.957885387745556
1,30,15,-0.5261441060187617
1,26,3,-0.6220866130691604
1,19,20,-0.4781728524935623
1,18,4,-0.6220866130691604
1,17,5,-1.0058566412707552
1,15,1,-1.0058566412707552
1,14,3,-0.4302015989683631
1,11,15,-0.6700578665943598
1,10,23,0.1934246968592286
1,7,21,-0.8619428806951572
1,6,21,-0.8139716271699579
1,6,5,-0.9099141342203564
1,4,16,-0.9099141342203564
1,3,22,-0.9099141342203564
1,1,20,-0.8139716271699579
5,20,15,-0.8619428806951572
5,17,16,-0.6700578665943598
5,13,15,-0.3822303454431636
5,12,21,-0.957885387745556
5,10,14,-1.0058566412707552
5,9,1,-1.0538278947959547
5,3,1,-1.0538278947959547
6,26,3,-1.0538278947959547
6,24,3,-0.4781728524935623
6,22,6,-0.7660003736447586
6,21,1,-0.8619428806951572
6,15,4,-0.8139716271699579
6,12,21,-1.0058566412707552
6,9,0,-0.9099141342203564
6,7,15,-0.957885387745556
6,5,19,-0.9099141342203564
6,2,20,-1.1497704018463537
8,30,1,-0.3342590919179642
8,29,3,0.1454534433340292
8,27,1,-1.1497704018463537
8,26,17,-0.957885387745556
8,23,19,-1.0538278947959547
8,22,19,-0.5741153595439611
8,21,16,-0.7180291201195592
8,18,15,3.503441190097984
8,17,4,-0.9099141342203564
8,14,19,-1.0058566412707552
8,14,4,-0.957885387745556
8,12,1,-0.7660003736447586
8,11,4,-1.101799148321154
8,9,2,-0.9099141342203564
8,8,2,-0.957885387745556
8,6,20,-0.8619428806951572
8,4,22,-1.101799148321154
8,3,5,-0.7660003736447586
8,1,4,-0.957885387745556
0,29,3,-1.101799148321154
0,27,21,-1.101799148321154
0,25,22,-0.7180291201195592
0,24,0,-0.6700578665943598
0,22,0,-1.1497704018463537
0,17,4,-0.8619428806951572
0,16,3,-0.8619428806951572
0,14,22,-0.7180291201195592
0,11,21,-0.8139716271699579
0,10,2,-1.101799148321154
0,9,2,-1.101799148321154
0,7,3,-1.1497704018463537
0,6,4,-0.2862878383927649
0,4,5,-0.7180291201195592
0,3,19,-1.101799148321154
0,3,2,-1.0538278947959547
0,1,21,-0.6220866130691604
7,29,1,-0.9099141342203564
7,27,2,-1.101799148321154
7,22,1,-1.0058566412707552
7,20,1,-0.6220866130691604
7,16,15,-0.957885387745556
7,13,21,-0.7660003736447586
7,9,23,-1.0538278947959547
7,3,22,-0.957885387745556
3,26,23,-0.8619428806951572
3,26,1,-1.101799148321154
3,21,22,-0.9099141342203564
3,20,14,-0.6700578665943598
3,15,2,-0.5261441060187617
3,9,2,-0.7180291201195592
3,5,0,-0.957885387745556
3,4,1,-0.6700578665943598
3,3,4,-1.0538278947959547
4,27,22,-0.7660003736447586
4,27,4,-1.1977416553715527
4,24,2,-1.0538278947959547
4,20,21,-1.0538278947959547
4,17,1,-1.1497704018463537
4,14,20,-0.957885387745556
4,12,22,-0.7660003736447586
4,12,0,-1.1977416553715527
4,6,18,-0.957885387745556
4,5,0,-1.0058566412707552
4,2,20,-1.1977416553715527
4,1,6,-1.0538278947959547
2,28,18,0.6731372321112221
2,24,18,2.6879298801695954
2,23,18,0.4812522180104248
2,21,17,0.0015396827584313
2,18,18,0.9609647532624184
2,13,17,0.241395950384428
2,7,17,0.4332809644852254
2,3,18,0.4812522180104248
9,30,18,0.5292234715356242
9,26,18,2.400102359018399
9,23,18,-0.1423740778171669
9,20,18,2.256188598442801
9,18,18,0.0974821898088298
9,15,18,0.0015396827584313
9,12,19,-0.1903453313423661
10,31,17,0.5292234715356242
10,27,17,0.1934246968592286
10,23,17,-0.3342590919179642
10,20,18,0.4332809644852254
10,12,18,-0.2383165848675655
10,8,18,0.2893672039096274
11,27,21,0.0974821898088298
11,26,18,-0.3822303454431636
11,21,17,-0.3342590919179642
11,3,18,3.503441190097984
1,9,18,2.879814894270393
5,26,18,1.3927060349892129
5,19,18,0.4332809644852254
5,4,18,1.152849767363216
6,30,19,0.9129934997372192
6,16,18,0.9129934997372192
8,31,18,0.0015396827584313
8,10,20,0.1454534433340292
8,6,20,1.2487922744136146
8,1,18,0.8650222462120197
0,24,18,1.6325623026152094
0,18,19,1.1048785138380166
7,27,18,0.5292234715356242
7,20,18,0.5292234715356242
3,6,18,0.8650222462120197
4,31,19,1.296763527938814
4,13,19,2.3041598519680004
4,5,19,0.9609647532624184
2,30,13,0.9609647532624184
10,29,14,1.296763527938814
10,17,15,0.9129934997372192
11,13,13,1.1048785138380166
11,4,13,0.9129934997372192
1,29,14,1.152849767363216
1,18,14,1.3927060349892129
8,7,13,1.440677288514412
0,3,12,1.5366197955648109
3,27,14,0.9609647532624184
3,16,13,1.4886485420396112
4,28,14,1.5366197955648109
4,11,13,1.440677288514412
2,31,23,-0.8139716271699579
2,31,0,-0.957885387745556
2,29,20,-0.8619428806951572
2,29,20,-1.1497704018463537
2,28,0,-0.4302015989683631
2,25,20,-0.4781728524935623
2,25,0,-0.7660003736447586
2,25,0,-1.101799148321154
2,20,23,0.385309710960026
2,20,23,-1.1977416553715527
2,16,20,-0.7180291201195592
2,16,20,-1.245712908896752
2,14,7,-0.7180291201195592
2,10,5,-0.6700578665943598
2,9,1,-0.957885387745556
2,9,1,-1.101799148321154
2,8,3,-0.8139716271699579
2,6,7,-0.2862878383927649
2,4,18,0.0974821898088298
2,3,19,-0.8139716271699579
2,3,19,-1.1977416553715527
2,1,1,-0.4781728524935623
2,1,1,-1.101799148321154
9,25,4,-0.3822303454431636
9,25,3,-1.101799148321154
9,23,22,-0.6220866130691604
9,19,21,0.385309710960026
9,19,7,-1.101799148321154
9,19,7,-1.101799148321154
9,16,21,-0.5261441060187617
9,7,22,-0.8139716271699579
9,6,20,-1.101799148321154
9,5,23,-0.3342590919179642
9,5,19,-1.0538278947959547
9,4,22,-0.5261441060187617
9,3,3,-0.8619428806951572
9,2,23,-0.8139716271699579
9,2,18,-0.7180291201195592
9,2,18,-1.101799148321154
9,1,19,-0.3342590919179642
10,30,21,-0.7660003736447586
10,26,17,-0.7180291201195592
10,25,19,-0.9099141342203564
10,24,20,-0.7180291201195592
10,21,19,-0.957885387745556
10,18,20,-0.9099141342203564
10,16,1,-0.6700578665943598
10,16,1,-1.1497704018463537
10,7,2,0.0015396827584313
10,7,2,-1.101799148321154
10,1,2,-0.7180291201195592
10,1,2,-1.101799148321154
11,26,1,-0.6220866130691604
11,26,1,-1.0058566412707552
11,25,1,-0.957885387745556
11,17,22,-0.2862878383927649
11,17,5,-0.6700578665943598
11,13,20,-0.4781728524935623
11,13,20,-1.1977416553715527
11,12,1,-0.1903453313423661
11,12,1,-1.1497704018463537
11,8,18,-0.5741153595439611
11,6,15,-0.046431570766768
11,6,15,-1.1497704018463537
11,3,21,-0.6700578665943598
11,1,5,-0.957885387745556
1,31,5,-0.046431570766768
1,31,5,-0.9099141342203564
1,30,0,-1.0538278947959547
1,30,0,-0.5741153595439611
1,28,21,-0.957885387745556
1,28,2,-0.7180291201195592
1,28,1,-1.101799148321154
1,21,1,-0.4781728524935623
1,20,20,-1.1977416553715527
1,18,23,-0.3822303454431636
1,18,18,-1.1977416553715527
1,17,19,0.8170509926868204
1,15,23,-0.5261441060187617
1,12,20,-0.0944028242919675
1,12,18,-1.101799148321154
1,12,2,-0.7180291201195592
1,10,19,-0.2383165848675655
1,9,20,-0.6220866130691604
1,9,20,-1.1497704018463537
1,8,4,-0.5741153595439611
1,8,4,-1.1977416553715527
1,6,2,-0.1423740778171669
1,6,2,-1.1497704018463537
1,5,17,-0.6700578665943598
1,5,5,-1.0538278947959547
1,3,23,-0.6220866130691604
1,3,17,-0.4302015989683631
1,2,22,-0.3342590919179642
1,2,22,-1.0058566412707552
5,30,21,-0.3822303454431636
5,30,21,-1.0058566412707552
5,23,20,-0.3822303454431636
5,22,0,-0.7180291201195592
5,22,0,-1.101799148321154
5,20,20,-0.7180291201195592
5,17,22,-1.101799148321154
5,12,20,-0.6700578665943598
5,4,22,-0.5741153595439611
5,2,3,-0.3342590919179642
6,26,0,0.5771947250608236
6,19,1,-0.3822303454431636
6,16,20,-0.8619428806951572
6,15,19,-0.5261441060187617
8,28,19,-0.7660003736447586
8,26,0,-0.6220866130691604
8,24,19,0.0974821898088298
8,23,21,0.4332809644852254
8,20,20,-0.1903453313423661
8,18,21,-0.2383165848675655
8,16,23,-0.4302015989683631
0,8,23,-0.8139716271699579
7,29,19,-0.4781728524935623
7,27,23,0.6731372321112221
7,24,20,-0.6220866130691604
7,21,22,-0.4302015989683631
7,20,22,-1.0058566412707552
7,19,21,-0.5261441060187617
7,16,22,-0.8619428806951572
7,15,21,-0.957885387745556
7,12,22,-1.0538278947959547
7,9,19,-0.957885387745556
7,8,23,-0.5741153595439611
7,7,18,-0.6700578665943598
7,7,0,-0.7660003736447586
7,5,22,-0.6700578665943598
7,5,18,-0.5261441060187617
7,4,16,-0.6700578665943598
7,3,23,0.1454534433340292
3,23,19,-0.4781728524935623
3,17,19,-0.5741153595439611
3,16,19,-0.8139716271699579
3,15,0,-0.5741153595439611
3,14,17,-0.6700578665943598
3,11,1,-0.7180291201195592
3,9,19,-0.4302015989683631
3,9,1,-0.957885387745556
3,7,22,-0.5261441060187617
3,2,19,-0.5741153595439611
4,16,22,-0.1903453313423661
4,14,19,-1.0058566412707552
4,11,18,-0.1423740778171669
4,9,20,-0.7180291201195592
4,7,18,-0.8619428806951572
2,30,2,1.824447316716007
2,28,2,-0.9099141342203564
2,26,17,0.3373384574348269
2,25,3,-1.101799148321154
2,23,20,-1.0538278947959547
2,22,1,0.4332809644852254
2,18,17,-0.1423740778171669
2,18,5,-0.3822303454431636
2,17,3,1.0089360067876176
2,16,2,0.9609647532624184
2,15,19,-0.957885387745556
2,14,21,0.8650222462120197
2,14,2,-0.957885387745556
2,11,21,3.359527429522386
2,9,18,0.625165978586023
2,7,23,0.3373384574348269
2,7,5,1.5366197955648109
2,7,2,0.9609647532624184
2,6,18,-0.1903453313423661
2,4,18,-1.0058566412707552
2,4,3,-0.6220866130691604
2,3,19,-0.6700578665943598
2,3,4,0.241395950384428
2,2,23,-0.2383165848675655
2,2,1,0.0974821898088298
2,1,6,0.385309710960026
2,1,2,-0.4781728524935623
2,1,0,-1.1497704018463537
9,30,5,0.5292234715356242
9,30,2,-0.8619428806951572
9,28,17,-0.2862878383927649
9,28,2,1.2008210208884154
9,27,17,-1.1497704018463537
9,27,1,-0.3342590919179642
9,26,21,-0.9099141342203564
9,25,23,-0.2862878383927649
9,25,5,1.2487922744136146
9,25,0,-0.7660003736447586
9,24,4,-0.2862878383927649
9,22,21,0.769079739161621
9,22,16,-0.5261441060187617
9,21,19,1.2008210208884154
9,19,4,-0.9099141342203564
9,17,3,1.2487922744136146
9,16,0,-0.1903453313423661
9,13,5,1.2008210208884154
9,11,17,-0.8619428806951572
9,10,19,-0.8139716271699579
9,10,2,0.0974821898088298
9,8,19,-0.7660003736447586
9,3,3,-0.3342590919179642
9,3,0,1.3447347814640136
9,1,17,-0.7180291201195592
10,30,23,0.2893672039096274
10,29,3,-0.6220866130691604
10,28,3,2.496044866068798
10,26,23,0.0974821898088298
10,26,3,1.9203898237664057
10,25,23,-1.0538278947959547
10,24,22,1.2487922744136146
10,23,19,-0.957885387745556
10,22,21,-1.101799148321154
10,22,6,0.769079739161621
10,20,6,1.152849767363216
10,18,4,1.58459104909001
10,17,0,2.016332330816804
10,16,2,1.6325623026152094
10,15,18,0.7211084856364216
10,14,16,-0.1903453313423661
10,13,2,1.1048785138380166
10,12,18,1.4886485420396112
10,11,16,-0.6700578665943598
10,10,22,0.0015396827584313
10,10,20,-1.0058566412707552
10,9,20,-1.101799148321154
10,8,21,-0.7660003736447586
10,8,18,-0.8619428806951572
10,8,2,0.7211084856364216
10,7,19,-1.101799148321154
10,7,17,-1.101799148321154
10,6,18,-0.6700578665943598
10,6,2,-0.2383165848675655
10,5,5,2.0643035843420035
10,4,18,-0.2862878383927649
10,3,23,-0.957885387745556
10,3,17,-1.0058566412707552
10,2,18,-1.1497704018463537
10,1,23,-1.0058566412707552
10,1,17,-1.0058566412707552
10,1,4,0.0495109362836307
11,30,22,-0.5261441060187617
11,30,17,-1.101799148321154
11,29,17,-0.3822303454431636
11,29,3,0.8650222462120197
11,27,18,-0.7180291201195592
11,24,0,-0.957885387745556
11,24,0,-1.0058566412707552
11,22,3,1.5366197955648109
11,21,19,-0.8619428806951572
11,21,3,1.2008210208884154
11,21,0,-0.6220866130691604
11,18,19,-0.8139716271699579
11,17,22,-0.9099141342203564
11,16,22,0.0495109362836307
11,16,18,-0.8619428806951572
11,16,1,0.0974821898088298
11,15,22,0.6731372321112221
11,14,3,-0.2862878383927649
11,11,19,-1.1977416553715527
11,11,2,0.0495109362836307
11,10,1,0.9609647532624184
11,8,21,0.5292234715356242
11,7,19,1.4886485420396112
11,6,22,0.0015396827584313
11,1,17,-1.0538278947959547
11,1,2,-0.6220866130691604
1,31,3,1.3447347814640136
1,28,22,2.3521311054932
1,24,0,-0.6700578665943598
1,22,22,0.0974821898088298
1,18,23,-1.0058566412707552
1,17,6,1.296763527938814
1,16,0,3.215613668946788
1,13,17,0.5771947250608236
1,1,20,-1.0058566412707552
5,21,5,-0.7180291201195592
5,15,1,1.3927060349892129
5,12,2,-0.957885387745556
5,11,17,1.2008210208884154
5,9,4,-0.0944028242919675
5,7,4,1.58459104909001
5,6,2,-1.0538278947959547
5,3,18,1.9203898237664057
5,3,3,0.0974821898088298
5,3,2,-0.6700578665943598
6,13,0,1.3927060349892129
6,12,6,0.8170509926868204
6,11,18,-0.8619428806951572
6,9,19,1.6325623026152094
6,8,3,-0.6700578665943598
6,7,17,1.2008210208884154
6,6,4,1.9203898237664057
6,5,4,0.625165978586023
6,4,1,1.9203898237664057
8,28,17,0.8170509926868204
8,24,6,-0.5741153595439611
8,23,21,0.769079739161621
8,22,18,1.2487922744136146
8,19,3,0.9609647532624184
8,16,5,1.4886485420396112
8,14,18,-1.0538278947959547
8,13,17,0.769079739161621
0,27,22,-1.0058566412707552
0,18,3,1.1048785138380166
0,16,3,1.296763527938814
0,11,19,-0.7180291201195592
7,30,0,0.385309710960026
7,10,17,-0.7660003736447586
7,9,1,-0.2383165848675655
7,7,0,-0.6700578665943598
7,5,20,2.0643035843420035
3,19,3,0.8650222462120197
3,18,19,2.544016119593997
3,5,22,-0.957885387745556
2,29,17,1.2487922744136146
2,22,19,-0.0944028242919675
2,20,17,0.769079739161621
2,19,16,-0.3822303454431636
2,18,14,-0.4302015989683631
2,15,15,-0.5741153595439611
2,15,2,-0.2383165848675655
2,12,21,-0.5261441060187617
2,11,2,-0.1903453313423661
2,10,17,0.8170509926868204
2,7,23,-0.7660003736447586
2,1,3,-0.7660003736447586
9,27,2,-0.1903453313423661
9,18,15,2.7838723872199944
9,18,2,0.0015396827584313
9,18,1,-0.1903453313423661
9,16,22,-1.0058566412707552
9,16,21,-0.957885387745556
9,13,1,3.0237286548459914
9,12,2,-0.2862878383927649
9,11,23,1.824447316716007
9,10,17,-0.2862878383927649
9,9,22,-0.6700578665943598
9,7,22,-0.6700578665943598
9,7,17,-0.3822303454431636
9,6,23,0.769079739161621
9,6,22,1.7285048096656082
9,5,21,-0.3342590919179642
9,4,21,1.0569072603128171
9,4,16,-0.8139716271699579
9,3,18,-0.2383165848675655
9,2,22,3.503441190097984
9,2,18,-0.8619428806951572
9,1,23,-0.7660003736447586
9,1,1,-0.3342590919179642
10,28,23,-1.1497704018463537
10,27,18,-1.0538278947959547
10,26,17,-0.7660003736447586
10,23,21,-0.8139716271699579
10,23,0,0.2893672039096274
10,20,3,-0.6700578665943598
10,17,19,-0.7180291201195592
10,15,0,-0.5261441060187617
10,9,16,-0.2383165848675655
10,6,23,-0.7660003736447586
11,16,15,1.296763527938814
11,10,23,-0.5741153595439611
11,8,22,-0.4302015989683631
11,4,17,-0.2862878383927649
11,3,18,-0.1903453313423661
11,1,22,-0.4302015989683631
1,27,1,1.58459104909001
1,26,3,-0.6220866130691604
1,14,1,-0.3342590919179642
1,13,20,-0.957885387745556
1,13,3,-0.3342590919179642
1,9,21,-0.6220866130691604
1,8,21,-0.8619428806951572
5,28,21,-0.5741153595439611
5,27,2,-0.8139716271699579
5,19,20,0.0495109362836307
5,18,23,-0.7180291201195592
5,16,17,-0.9099141342203564
5,16,2,-0.3822303454431636
5,9,20,-0.6700578665943598
5,2,1,-0.4302015989683631
6,30,19,-0.957885387745556
6,30,0,-0.7180291201195592
6,25,2,-0.4302015989683631
6,17,18,0.1934246968592286
6,16,18,-0.2383165848675655
6,13,21,-0.3822303454431636
6,12,19,-0.5261441060187617
6,8,0,-0.3822303454431636
6,5,21,0.9129934997372192
8,25,1,-0.8139716271699579
8,24,1,-0.6700578665943598
8,19,2,-0.4781728524935623
8,12,20,-1.0058566412707552
8,11,18,-0.9099141342203564
8,7,2,-0.5741153595439611
8,5,1,-0.957885387745556
0,28,22,-0.6220866130691604
0,23,0,-0.8619428806951572
0,21,22,0.1934246968592286
0,13,3,-0.6220866130691604
0,8,19,-0.9099141342203564
0,6,20,-1.0538278947959547
0,5,0,-0.7180291201195592
0,4,4,-0.6700578665943598
7,29,23,-0.2383165848675655
7,28,21,-1.0538278947959547
7,27,21,-0.6700578665943598
7,26,16,-0.6700578665943598
7,24,23,-0.8619428806951572
7,23,23,-0.6220866130691604
7,20,19,-0.6220866130691604
7,17,2,-0.6700578665943598
3,27,0,-0.3822303454431636
3,26,1,0.1934246968592286
3,11,15,0.3373384574348269
3,10,22,-0.7180291201195592
3,4,22,-0.5261441060187617
3,1,0,-0.046431570766768
4,29,2,-0.7180291201195592
4,23,23,-0.7660003736447586
4,16,13,-0.5261441060187617
4,8,18,-0.4302015989683631
2,21,19,-0.6700578665943598
2,20,19,-1.0058566412707552
2,18,20,-1.0058566412707552
2,9,17,-0.3822303454431636
9,27,5,0.3373384574348269
9,16,21,-1.1497704018463537
9,16,18,-0.1903453313423661
9,12,18,-0.8619428806951572
9,10,19,-0.6700578665943598
9,8,21,-0.9099141342203564
9,6,22,0.9609647532624184
10,17,18,-0.3822303454431636
10,13,18,-0.1903453313423661
11,22,18,0.3373384574348269
11,7,2,1.3447347814640136
1,28,23,-0.8139716271699579
1,25,20,1.824447316716007
1,19,20,-0.2383165848675655
1,16,18,-0.3822303454431636
1,6,20,1.8724185702412064
5,31,20,-0.046431570766768
5,24,23,-0.8139716271699579
5,7,18,0.4332809644852254
5,2,18,-0.5261441060187617
6,28,18,-0.3822303454431636
6,26,18,1.0569072603128171
6,22,19,0.385309710960026
6,9,21,3.503441190097984
8,26,19,0.5771947250608236
8,23,16,0.4812522180104248
8,21,17,0.0974821898088298
8,20,16,0.1454534433340292
0,13,19,1.0569072603128171
0,9,20,-0.4302015989683631
0,8,18,-0.3342590919179642
0,4,18,-0.6700578665943598
7,5,19,-0.957885387745556
7,5,0,0.5292234715356242
7,2,20,0.4332809644852254
3,27,20,-0.3822303454431636
3,24,20,-0.046431570766768
4,22,6,0.0974821898088298
4,16,0,0.0974821898088298
4,4,19,-0.5261441060187617
4,1,1,0.2893672039096274
2,27,21,-1.101799148321154
2,17,2,-1.101799148321154
2,10,0,-1.1977416553715527
2,3,18,-1.0538278947959547
2,3,17,-0.8139716271699579
2,3,2,-0.3822303454431636
9,25,7,-1.1497704018463537
9,23,4,-0.6700578665943598
9,20,19,-1.1977416553715527
9,20,3,0.1454534433340292
9,13,17,-1.0538278947959547
9,11,4,-0.957885387745556
9,7,2,-1.101799148321154
9,6,5,-0.8139716271699579
10,30,21,-1.1977416553715527
10,16,23,0.0495109362836307
10,14,16,-1.101799148321154
10,13,0,-1.1977416553715527
10,6,21,-0.957885387745556
10,6,0,-0.8619428806951572
10,4,20,-1.0538278947959547
11,24,18,-1.0058566412707552
11,24,1,-0.4781728524935623
11,22,22,-1.1977416553715527
11,16,21,-1.0538278947959547
11,14,20,-0.8139716271699579
11,12,18,0.4332809644852254
11,1,3,-0.9099141342203564
1,31,19,-0.3342590919179642
1,15,19,-0.6700578665943598
1,7,20,-1.0538278947959547
1,1,19,-0.0944028242919675
5,28,18,-1.0538278947959547
5,24,23,-1.1497704018463537
5,3,23,-0.8139716271699579
6,22,7,0.5292234715356242
6,22,3,-0.4302015989683631
6,2,20,-0.8139716271699579
6,1,17,-1.101799148321154
8,31,20,0.1454534433340292
8,31,20,-0.4302015989683631
8,30,17,-1.101799148321154
8,30,9,-1.0538278947959547
8,30,3,-1.1497704018463537
8,30,3,-0.8619428806951572
8,15,3,-1.101799148321154
8,13,3,-1.1497704018463537
8,12,2,0.0495109362836307
8,12,0,-1.1497704018463537
8,7,21,-1.101799148321154
8,3,3,-0.2383165848675655
8,2,1,-0.5261441060187617
8,1,3,0.8650222462120197
0,24,2,-0.3822303454431636
0,23,3,-0.8139716271699579
0,20,0,-0.6700578665943598
0,15,9,-1.101799148321154
0,11,8,-0.8139716271699579
0,10,20,-0.2862878383927649
7,28,18,-0.1903453313423661
7,24,23,-0.8619428806951572
7,11,19,-0.046431570766768
7,10,18,-0.957885387745556
7,2,2,-1.0058566412707552
3,22,2,-0.4781728524935623
3,19,21,0.385309710960026
3,19,2,1.680533556140409
3,14,19,-0.8139716271699579
4,31,21,-0.957885387745556
4,29,22,-0.7660003736447586
4,23,3,-0.9099141342203564
4,1,20,-0.4302015989683631
2,31,23,-0.8619428806951572
2,25,18,-0.4781728524935623
2,24,18,0.4812522180104248
2,22,19,-0.7180291201195592
2,13,0,0.3373384574348269
2,12,7,1.440677288514412
9,30,19,0.9129934997372192
9,1,3,-0.3342590919179642
10,28,20,1.296763527938814
10,27,17,-0.3822303454431636
10,15,7,1.8724185702412064
10,13,5,-0.2383165848675655
10,9,21,-0.2862878383927649
10,6,18,0.0015396827584313
11,28,19,-0.046431570766768
11,21,0,0.1454534433340292
11,20,22,-0.8139716271699579
11,12,4,0.3373384574348269
11,8,2,0.1934246968592286
11,5,22,-0.9099141342203564
11,4,21,0.6731372321112221
1,27,0,1.5366197955648109
1,23,1,1.0569072603128171
1,16,7,-0.4781728524935623
1,14,5,-0.4781728524935623
1,7,20,0.9129934997372192
1,2,21,3.263584922471987
5,28,8,0.9609647532624184
5,25,7,0.4812522180104248
5,20,9,-0.046431570766768
5,16,21,-1.101799148321154
5,14,8,-0.7180291201195592
5,14,0,0.1934246968592286
5,12,19,-1.0058566412707552
5,11,3,-0.6700578665943598
5,5,21,1.9203898237664057
5,5,2,-0.0944028242919675
5,5,2,-0.8619428806951572
6,22,2,0.5771947250608236
6,21,23,0.3373384574348269
6,21,4,0.8650222462120197
6,16,0,2.256188598442801
6,10,18,-0.0944028242919675
6,6,1,-0.8139716271699579
6,2,18,-0.5261441060187617
6,1,1,-0.5261441060187617
8,30,19,-0.1423740778171669
8,26,5,-0.3342590919179642
8,25,22,-0.6220866130691604
8,25,4,0.0015396827584313
8,24,4,-0.0944028242919675
8,23,21,-0.7180291201195592
8,17,23,0.241395950384428
8,16,8,-0.2383165848675655
8,15,0,0.5771947250608236
8,10,23,-0.7660003736447586
8,10,20,2.831843640745193
8,10,1,0.8170509926868204
8,8,5,0.9609647532624184
8,8,5,-0.2862878383927649
8,6,21,0.241395950384428
8,2,23,-0.046431570766768
8,2,22,-0.9099141342203564
8,1,5,-0.2383165848675655
0,29,18,0.9609647532624184
0,28,18,-0.8619428806951572
0,26,23,3.503441190097984
0,22,18,-0.2383165848675655
0,20,2,1.7285048096656082
0,17,0,-0.1423740778171669
0,16,6,1.3927060349892129
0,12,17,0.0015396827584313
0,11,21,-0.4781728524935623
0,11,1,0.2893672039096274
0,10,22,-0.3822303454431636
0,8,22,-0.8139716271699579
0,6,0,-0.3822303454431636
0,3,22,-0.5261441060187617
0,3,20,0.2893672039096274
0,3,0,-1.0058566412707552
7,28,19,-0.5741153595439611
7,23,20,1.2487922744136146
7,23,20,-0.5261441060187617
7,22,5,0.1454534433340292
7,22,4,-0.2862878383927649
7,20,7,0.8170509926868204
7,19,18,0.241395950384428
7,18,3,-0.3822303454431636
7,17,9,-0.4302015989683631
7,15,22,0.5771947250608236
7,13,10,-0.5261441060187617
7,11,23,-0.2383165848675655
7,11,4,1.8724185702412064
7,11,1,-0.6220866130691604
7,10,8,-0.4302015989683631
7,10,7,0.241395950384428
7,8,11,-0.9099141342203564
7,8,8,-0.6700578665943598
7,6,17,-0.3342590919179642
7,5,7,-0.8139716271699579
7,5,7,-0.6220866130691604
7,4,17,-0.6700578665943598
7,4,17,-0.7180291201195592
7,3,20,-0.2862878383927649
7,2,9,-0.5741153595439611
7,2,9,0.1454534433340292
7,1,23,-0.5741153595439611
3,29,23,-0.7660003736447586
3,29,23,-0.6700578665943598
3,29,5,-0.7660003736447586
3,28,21,0.9129934997372192
3,28,20,0.6731372321112221
3,28,2,-0.1423740778171669
3,27,5,0.8650222462120197
3,25,2,0.5771947250608236
3,24,1,-0.6700578665943598
3,23,2,0.241395950384428
3,21,5,-0.3822303454431636
3,21,0,-0.1903453313423661
3,18,23,0.0015396827584313
3,18,4,-0.0944028242919675
3,18,4,-0.3822303454431636
3,17,10,0.3373384574348269
3,17,0,-0.2862878383927649
3,15,21,-0.1423740778171669
3,15,21,-0.4781728524935623
3,15,4,0.0974821898088298
3,15,1,-0.0944028242919675
3,14,8,0.625165978586023
3,13,21,0.4812522180104248
3,11,0,0.4332809644852254
3,11,0,1.680533556140409
3,10,1,0.9129934997372192
3,9,0,0.0495109362836307
3,8,20,1.9683610772916047
3,7,21,0.9129934997372192
3,6,9,0.769079739161621
3,6,8,0.4332809644852254
3,5,21,0.3373384574348269
3,4,20,0.0495109362836307
3,1,8,0.1934246968592286
3,1,7,0.0495109362836307
4,31,18,1.4886485420396112
4,30,23,0.385309710960026
4,29,22,1.1048785138380166
4,29,5,0.8650222462120197
4,29,0,-0.0944028242919675
4,26,4,0.4332809644852254
4,25,21,0.7211084856364216
4,25,20,-0.046431570766768
4,22,20,0.1934246968592286
4,22,5,0.241395950384428
4,20,19,-0.4302015989683631
4,19,7,1.440677288514412
4,18,7,0.4332809644852254
4,16,21,0.769079739161621
4,15,20,0.5771947250608236
4,15,5,2.4480736125435985
4,14,4,3.263584922471987
4,12,21,0.385309710960026
4,11,8,0.769079739161621
4,11,6,0.5771947250608236
4,11,4,0.8650222462120197
4,8,8,1.440677288514412
4,5,19,0.0495109362836307
4,4,19,1.152849767363216
4,1,22,-0.2383165848675655
4,1,8,0.8170509926868204
4,1,8,1.1048785138380166
2,25,9,-0.1423740778171669
2,18,12,-0.9099141342203564
9,25,23,-0.9099141342203564
9,3,18,0.2893672039096274
10,10,20,-0.9099141342203564
10,6,18,-0.4781728524935623
